province,topic,merged
Sumatera Utara,Pertanian,Hari ini Samuel panen padi di sawahnya dibantu rekan-rekan petani. Istri Samuel menyiapkan makanan di rumah untuk di bawa ke sawah.
Sumatera Utara,Pertanian,"Pada malam setelah panen, Samuel mengajak teman-teman petani datang ke rumahnya untuk makan bersama-sama. Mereka menikmati opor ayam yang dibuat oleh istri Samuel."
Sumatera Utara,Ikan dan Ternak,Sahat memelihara kerbau kakeknya. Biasanya sahat selalu membawa kerbau-kerbau kakeknya ke padang untuk makan rumput.
Sumatera Utara,Ikan dan Ternak,"Bagi masyarakat Nias barat, daun ubi jalar bukanlah untuk konsumsi manusia. Daun ubi jalar biasanya diberikan untuk konsumsi ternak babi."
Sumatera Utara,Ikan dan Ternak,Jonggur ingin mengawinkan babi jantan muda milik Belsida dengan Babi betinanya. Jonggur meminjam babi pejantan milik Belsida selama sebulan.
Sumatera Utara,Ikan dan Ternak,Ternak babi lokal di daerah Tobasa biasanya tidak memiliki kandang khusus. Ternak babi dimasukkan di bawah kolong rumah saat malam tiba.
Sumatera Utara,Ikan dan Ternak,Seorang turis ingin membeli oleh-oleh khas Sumatera Utara. Dia mencari toko yang menjual kain khas Batak.
Sumatera Utara,Ikan dan Ternak,"Di daerah pelosok, biasanya terdapat pasar-pasar tradisional. Pasar-pasar tradisional ini buka sekali seminggu."
Sumatera Utara,Seni,Bona sedang memainkan suling. Bona memainkan suling dengan meniup.
Sumatera Utara,Seni,Sarune dimainkan dengan cara ditiup. Lubang tiup sarune terdapat di ujung atas sarune.
Sumatera Utara,Seni,Butet merupakan lagu perjuangan Batak. Lagu ini bercerita tentang nyanyian ayah yang sedang berperang kepada anak perempuannya.
Sumatera Utara,Seni,Lagu nasonang do hita nadua diciptakan oleh Siddik Sitompul. Lagu tersebut memberikan pesan romantis.
Sumatera Utara,Seni,Tari sigale-gale merupakan salah satu warisan turun-temurun. Tarian tersebut biasanya diiringi dengan gondang.
Sumatera Utara,Seni,Tari manduda merupakan salah satu tarian rakyat Simalungun. Gerakannya menirukan gerakan seseorang ketika panen padi di sawah.
Sumatera Utara,Seni,"Di acara pernikahan tradisional Batak, seni memiliki peran penting dalam menambah keindahan. Salah satu bentuk seni yang sering digunakan adalah menampilkan tor-tor menyambut pengantin, yang ditarikan oleh para penari dalam kostum adat."
Sumatera Utara,Seni,Di acara Festival Danau Toba para seniman lokal menunjukkan keahliannya. Joni dan kawan-kawan menari tor-tor dengan semangat di atas panggung.
Sumatera Utara,Seni,"Di acara Natal, para pemuda sering menampilkan seni yang menggambarkan sejarah Kitab Suci. Salah satu pertunjukan yang sering dipersembahkan adalah drama kelahiran yang menceritakan kisah Natal."
Sumatera Utara,Seni,"Di Festival Film Batak, sutradara lokal sering mempresentasikan film-film pendek. Cerita yang diangkat adalah cerita sejarah dan kehidupan sehari-hari Batak."
Sumatera Utara,Seni,Asam kandis asam gelugur ketiga asam si riang-riang. Menangis mayat di pintu kubur teringat badan tidak sembahyang.
Sumatera Utara,Seni,Lancang kuning lancang pusaka nampak dari Tanjung Puan. Kalau kering laut Melaka barulah saya lupakan tuan.
Sumatera Utara,Permainan,Marjalengkat adalah permainan yang menggunakan dua tongkat dengan bilah sebagai alas kaki. Tongkat yang digunakan untuk marjalengkat terbuat dari bambu.
Sumatera Utara,Permainan,Pecah piring merupakan permainan tradisional untuk memecah tumpukan yang disusun dengan bola kasti. Tumpukan untuk permainan pecah piring biasanya terbuat dari tempurung kelapa.
Sumatera Utara,Permainan,Dippos dan kawan-kawan sedang margala. Mereka margala di halaman rumah kakeknya.
Sumatera Utara,Permainan,Riswan dan Agus marjalengkat setelah pulang sekolah. Mereka marjalengkat di lapangan sekolah.
Sumatera Utara,Sehari-hari,Patar dan Joni sedang berada di Lapo Pak Lastua. Mereka sedang bermain catur sambil minum tuak.
Sumatera Utara,Sehari-hari,Saat ini Joni masih sering menggunakan solu untuk menangkap ikan. Solu digerakkan dengan menggunakan dayung.
Sumatera Utara,Socio-religious,Mona adalah seoran penganut parmalim yang taat. Mona selalu pergi ke bale parsantian setiap hari sabtu.
Sumatera Utara,Socio-religious,Rudi seorang jemaat HKBP yang taat. Rudi selalu pergi ke gereja setiap hari minggu.
Sumatera Utara,Socio-religious,Legenda Pusuk Buhit adalah salah satu cerita rakyat. Pusuk Buhit selalu dianggap sebagai tempat suci dan tempat meditasi oleh beberapa masyarakat.
Sumatera Utara,Socio-religious,10 orang terlibat dalam pengrusakan datu Jamapor Sagala. Mereka menduga datu Jamapor memelihara Begu Ganjang.
Sumatera Utara,Socio-religious,Martuppol merupakan salah satu adat yang wajib dilakukan di sebagian masyarakat batak. Dalam acara martumpol ini dilakukan perjanjian untuk melakukan pernikahan antara sepasang calon pengantin.
Sumatera Utara,Socio-religious,Reno sangat aktif dalam komunitas tor-tor. Di komunitas tersebut mereka belajar untuk selalu mempromosikan tarian tradisional.
Sumatera Utara,Socio-religious,"Siagian sangat suka memasak tradisional daerahnya. Beberapa masakannya di antaranya saksang, arsik, dan naniura."
Sumatera Utara,Socio-religious,Reno mencuci muka pakai bahan tradisional Batak. Reno menggunakan perasan unte pangir.
Sumatera Utara,Socio-religious,Masyarakat di desa ini masih mengandalkan pengobatan tradisional. Mereka cenderung mencari datu untuk mengobati penyakit mereka.
Sumatera Utara,Socio-religious,"Setelah melahirkan, Mama Nuri diberi herbal oleh orangtuanya. Mama nuri mengonsumsi bangun-bangun."
Sumatera Utara,Socio-religious,Cerdik seperti ular. Tulus seperti merpati.
Sumatera Barat,Makanan,Uni Eti ingin sarapan pagi dan pergi ke kedai. Uni Eti memesan ketan dan goreng pisang.
Sumatera Barat,Makanan,"Di hari Minggu, Rudi sarapan dengan lontong pical. Rudi makan lontong pical dengan kerupuk merah."
Sumatera Barat,Makanan,"Papa membeli nasi kapau untuk makan siang. Isi nasi kapau yang dibeli papa, gulai usus dan nangka."
Sumatera Barat,Makanan,Dendeng lambok adalah makanan favorit Hadi. Dendeng lambok terbuat dari daging sapi dan sambal hijau atau merah.
Sumatera Barat,Makanan,Itiak lado ijau adalah makanan favorit Nurul. Nurul makan itiak lado ijau dengan nasi panas.
Sumatera Barat,Makanan,Rafli sekeluarga baru datang di Rumah Makan Lamun Ombak untuk makan malam. Rafli dihidangkan lebih dari 10 hidangan di atas piring kecil.
Sumatera Barat,Makanan,Untuk makan malam Rori dan Ani datang ke restoran dengan konsep lesehan. Rori dan Ani membuka sepatu dan duduk di lantai menunggu hidangan.
Sumatera Barat,Makanan,"Di sekolah, Leli suka jajan kerupuk kuah. Kerupuk kuah merupakan kerupuk nasi yang dibaluri kuah sate dan terkadang ditambahkan bihun di atasnya."
Sumatera Barat,Makanan,Yesi suka sekali sala lauak. Sala lauak berwarna oranye dan terbuat dari adonan ikan.
Sumatera Barat,Makanan,Sri berwisata ke bukittinggi dan akan bersiap pulang ke Jakarta. Sri membeli sanjai balado sebagai oleh oleh.
Sumatera Barat,Makanan,Ikhwan sangat suka dakak-dakak. Dakak-dakak merupakan makanan yang terbuat dari singkong.
Sumatera Barat,Makanan,Semua orang di Bukittinggi tahu karak kaliang. Itu merupakan oleh-oleh khas Sumatera Barat yang berbentuk angka 8 dan terbuat dari singkong.
Sumatera Barat,Makanan,Pak Nanda ingin membuat teh talua. Ia pergi ke dapur memecahkan telur ayam kampung dan mengambil kuningnya.
Sumatera Barat,Makanan,Siang siang enaknya minum aia aka. Aia aka berwarna hijau dan menggunakan santan.
Sumatera Barat,Makanan,Pak Ron makan martabak mesir. Pak Ron makan dengan sendok.
Sumatera Barat,Makanan,Dani sekeluarga pergi makan siang ke restoran Gon Raya Lamo. Pelayan menyajikan kobokan berisi air untuk cuci tangan.
Sumatera Barat,Makanan,Untuk pesta pernikahan nenek memasak rendang. Nenek mencari kayu untuk dibakar sebagai api untuk memasak.
Sumatera Barat,Makanan,Bundo ingin memasak rendang daging untuk lebaran. Bundo pergi membeli kelapa tua untuk diperah airnya.
Sumatera Barat,Makanan,"Di sepanjang jalan, Dina melihat orang berjualan kerupuk khas Bukittinggi. Dina melihat karak kaliang dan sanjai balado."
Sumatera Barat,Makanan,Annisa suka makan lontong pical dengan kerupuk sarang balam. Kerupuk ini berwarna kuning.
Sumatera Barat,Makanan,Andi punya banyak durian di rumah. Andi mengupas. Andi mengupas durian dan memakannya dengan ketan bercampurkan kelapa parut.
Sumatera Barat,Makanan,"Sinta sangat suka jeruk. Kalau bukan jeruk berastagi, sinta membeli jeruk pasaman."
Sumatera Barat,Pernikahan,Uda Erizon berencana menikah. Uda Erizon mendiskusikan ini dengan paman dan orang tuanya.
Sumatera Barat,Pernikahan,Eti akan menikah besok. Malam ini Eti akan memerahkan kuku dengan daun inai.
Sumatera Barat,Pernikahan,"Kedua keluarga Anton dan Stefi bertemu membahas pernikahan mereka. Dalam membahas pernikahan, ninik mamak saling berbalas pantun."
Sumatera Barat,Pernikahan,Pesta pernikahan Andi dan Dini akan diadakan di rumah. Pesta akan di adakan di rumah orang tua Dini.
Sumatera Barat,Pernikahan,Tetangga Bu Helen sedang mengadakan pesta pernikahan di rumahnya. Bu Helen datang untuk membantu tetangganya dalam menghidangkan makanan.
Sumatera Barat,Pernikahan,Pernikahan Andi dan Yanti diadakan secara tradisional. Para tamu undangan duduk di karpet dan dihidangkan beraneka lauk pauk dalam piring kecil.
Sumatera Barat,Pernikahan,Alfi dan Ulfa baru menikah dan mereka belum memiliki rumah. Mereka berencana tinggal di rumah orang tua Ulfa.
Sumatera Barat,Pernikahan,"Setelah perhelatan di rumah Ulfa, para tamu dan pemangku adat juga diundang ke rumah Alfi. Di rumah Alfi, mereka melakukan kegiatan berdoa bersama dan bersilaturahmi dijamu dengan makanan dan penampilan rebana."
Sumatera Barat,Pernikahan,"Setelah menikah dengan Beti, Andi menjadi sumando di rumah Beti. Sebagai seorang sumado, Andi adalah tamu yang dimuliakan."
Sumatera Barat,Pernikahan,Hari ini Ron akan melangsungkan ijab kabul di masjid. Ron mengenakan jas dan kopiah.
Sumatera Barat,Pernikahan,"Sebagai pelengkap baju pernikahan, Agus ingin mengenakan tongkat di pelaminan. Tongkat yang dipegang agus melambangkan kepemimpinan dan rasa tanggung jawab."
Sumatera Barat,Pernikahan,Helen mengenakan suntiang di hari pernikahannya. Suntiang berwarna emas dan memiliki berat 3-5 kg.
Sumatera Barat,Pernikahan,"Di hari pernikahannya Santi memutuskan untuk menggunakan baju ala Koto Gadang. Untuk kepala, Santi mengenakan kain menutup kepala."
Sumatera Barat,Pernikahan,"Ibunya Tina datang ke rumah orang-orang di kampung untuk mengundang mereka datang ke acara pernikahan anaknya. Dia membawa sirih, pinang dan gambir sebagai simbol undangan untuk datang ke rumah."
Sumatera Barat,Pernikahan,Para tetua adat yang laki-laki juga datang bersama-sama ke acara pernikahan. Biasanya mereka datang di malam hari setelah maghrib.
Sumatera Barat,Pernikahan,Danu dan Dini sedang mendiskusikan di mana acara pernikahan mereka bulan depan. Mereka memutuskan untuk mengadakan akad nikah di masjid dan pesta di rumah Dini.
Sumatera Barat,Pernikahan,"Adeknya Andri suka sekali pergi ke acara nikahan tradisional. Dia suka sekali hidangan nasi putih, mie kuah kacang, dan ikan maco."
Sumatera Barat,Pernikahan,Ibu-ibu tamu undangan yang hadir di pernikahan tradisional itu makan bersama-sama. Mereka makan bersama di atas satu piring besar membentuk lingkaran.
Sumatera Barat,Pernikahan,Andi adalah orang Pasaman. Uang adat diserahkan ke keluarga Andi jika keluarga Tina ingin meminang Andi.
Sumatera Barat,Pernikahan,"Ke pernikahan Andi dan Dini, Nurul membawa bingkisan. Bingkisan ini berisi hadiah seprei baru untuk Andi dan Dini."
Sumatera Barat,Hubungan Keluarga,Andi adalah adeknya Tono. Tono menggunakan kato manurun ketika berbicara ke Andi.
Sumatera Barat,Hubungan Keluarga,Sani dan Joni satu usia. Mereka bercengkrama menggunakan kato mandata.
Sumatera Barat,Hubungan Keluarga,Anak-anak murid harus hormat kepada Guru di sekolah. Mereka menggunakan kata mandaki ketika berbicara kepada guru.
Sumatera Barat,Hubungan Keluarga,Andi adalah anak dari Bayu dan Nisa adalah kakak perempuannya Bayu. Adi merupakan anak pisangnya Nisa.
Sumatera Barat,Hubungan Keluarga,Andi adalah anak dari Bayu dan Nisa adalah kakak perempuannya Bayu. Nisa merupakan induk bakonya Andi.
Sumatera Barat,Hubungan Keluarga,"Andi dan Tuti adalah pernikahan ""pulang ka bako"". Artinya, Tuti merupakan anak perempuan dari kakak perempuan ayahnya Andi."
Sumatera Barat,Hubungan Keluarga,"Iwan pulang berjalan kaki dari sekolah dan di jalan ia berpapasan dengan Bapak Suhaimi, tetangganya. Iwan menyapa Pak Iwan dengan menyapa ""Pak""."
Sumatera Barat,Hubungan Keluarga,Bayu ada perlu dengan Pak Suhaimi. Ia datang ke rumah Pak Suhaimi pukul empat sore.
Sumatera Barat,Hubungan Keluarga,"Rumah baru Andi sudah selesai. Ia memanggil keluarga dan tetangga sekitar untuk datang ke rumah untuk bersama-sama berdoa dalam acara ""manaiaki rumah""."
Sumatera Barat,Hubungan Keluarga,"Adinda akan bertamu ke rumah Santi. Di depan rumah Santi, Adinda mengetuk pintu dan mengucapkan assalamualaikum."
Sumatera Barat,Hubungan Keluarga,"Maryam akan ke Jakarta besok dan di Jakarta kebetulan ada keponakan ayahnya, Beti yang belum pernah ia temui. Beti menawarkan agar Maryam tinggal di rumahnya satu-dua minggu sampai Maryam mendapatkan tempat tinggal."
Sumatera Barat,Hubungan Keluarga,Ayah Andi memiliki suku Jambak dan Ibu Andi memiliki suku Piliang. Andi memiliki suku Piliang.
Sumatera Barat,Hubungan Keluarga,Dini and Dono memiliki suku Koto. Dini dan Dono tidak dianjurkan untuk menikah.
Sumatera Barat,"Kehamilan, Bayi, Anak",Deni tengah hamil 4 bulan. Deni tidak boleh keluar rumah setelah maghrib.
Sumatera Barat,"Kehamilan, Bayi, Anak","Ketika Ani dan suaminya sedang bercengkrama di dapur, tanpa disadari ada ular memasuki rumah. Ani yang sedang hamil berteriak dan suaminya datang untuk membunuh ular tersebut."
Sumatera Barat,"Kehamilan, Bayi, Anak","Pada tanggal 10 Mei, bayi Fatih lahir ke dunia. Tradisi turun mandi dilakukan pada tanggal 17 Mei, sebagai wujud rasa syukur kepada Allah."
Sumatera Barat,"Kehamilan, Bayi, Anak","Annisa, seorang wanita asal Solok baru saja melahirkan seorang anak perempuan. Annisa akan mengadakan tradisi turun mandi pada hari genap."
Sumatera Barat,"Kehamilan, Bayi, Anak","Bayinya Maya baru berusia 2 hari. Setiap pagi, Bayinya tidak dimandikan namun hanya dilap dengan kain basah."
Sumatera Barat,"Kehamilan, Bayi, Anak",Bayi Helen sudah mengantuk. Bayinya diberikan bantal kecil untuk menyangga kepala.
Sumatera Barat,"Kehamilan, Bayi, Anak","Helen baru selesai memandikan bayinya. Sebelum memasangkan baju, Helen membaluri badan bayinya dengan minyak kayu putih."
Sumatera Barat,"Kehamilan, Bayi, Anak",Agar hangat Tina selalu membedong anak bayinya. Tina membedong dengan kain jarik.
Sumatera Barat,"Kehamilan, Bayi, Anak",Adzan maghrib sudah berkumandang. Mama berteriak ke semua anak-anaknya agar segera masuk ke rumah.
Sumatera Barat,"Kehamilan, Bayi, Anak",Maryam baru berusia 5 tahun. Maryam diajarkan mengaji dan sholat oleh orang tuanya.
Sumatera Barat,"Kehamilan, Bayi, Anak",Pak Andi mendapati anaknya yang SMP merokok. Pak Andi menasehati anaknya agar berhenti merokok.
Sumatera Barat,"Kehamilan, Bayi, Anak",Santi yang baru menginjak kelas 3 SMP pulang ke rumah jam 9 malam tanpa mengabari orang tua nya. Kedua orang tuanya marah dan menasehati Santi agar tidak melakukannya lagi.
Sumatera Barat,"Kehamilan, Bayi, Anak",Nisa belum juga menikah padahal usianya sudah memasuki usia 30 tahun. Orang tua Nisa berusaha mencarikan jodoh untuk Nusa.
Sumatera Barat,"Kehamilan, Bayi, Anak","Tidak berhasil lulus masuk universitas, Iwan yang masih 17 tahun bingung ingin melakukan apa. Orang tua Iwan menasehati Iwan untuk bekerja atau merantau."
Sumatera Barat,Kematian,"Pak Ujang meninggal tadi pagi. Meski tidak diundang, tetangga berdatangan ke rumah Pak Ujang membantu keluarga Pak Ujang."
Sumatera Barat,Kematian,Pak Ujang baru saja meninggal. Tetangga datang membawa kain kafan.
Sumatera Barat,Kematian,Jenazah Pak Ujang baru saja dimandikan di rumah duka. Jenazah diberikan kain kafan di rumah duka.
Sumatera Barat,Kematian,Jenazah Pak Ujang baru saja selesai disholatkan di masjid. Jenazah Pak Ujang dibawa bersama-sama ke pemakaman.
Sumatera Barat,Kematian,"Proses pemakaman jenazah Pak Ujang sudah selesai. Malamnya, orang-orang di kampung datang ke rumah untuk membaca surat Yassin dan berdoa bersama."
Sumatera Barat,Kematian,Sudah 2 hari Pak Ujang dimakamkan dan kini tinggal lah anak dan istri Pak Ujang di rumah. Tetangga datang untuk melayat ke rumah membawa beras.
Sumatera Barat,Kematian,Bu Maya akan melayat ke rumah Pak Ujang yang baru saja meninggal kemarin. Bu Maya mengenakan kerudung dan baju berwarna gelap.
Sumatera Barat,Kematian,Pak Datuk Sri Marajo akan melayat ke rumah Pak Ujang yang baru saja meninggal kemarin. Ia datang mengenakan kopiah.
Sumatera Barat,Kematian,Setelah kematian Pak Ujang semua keluarga mendiskusikan perkara pembagian harta Pak Ujang. Keluarga Pak Ujang akan mengikuti pembagian harta berdasarkan hukum waris Islam.
Sumatera Barat,Kematian,Ibu Marni sudah meninggal. Harta pusako yang diurus Ibu Marni diwariskan ke anak perempuannya.
Sumatera Barat,Hari Besar Agama,"Besok adalah hari pertama bulan Ramadhan. Setelah maghrib, anak-anak dan orang tua pergi ke Surau untuk sholat Isya dan Tarawih berjamaah."
Sumatera Barat,Hari Besar Agama,Beberapa minggu lagi Ani akan merayakan Idul Adha. Keluarga Ani akan mendiskusikan ternak yang akan mereka korbankan.
Sumatera Barat,Hari Besar Agama,Minggu depan adalah hari lebaran di bulan Syawal. Mama dan tante memasak aneka kue kering untuk hari raya.
Sumatera Barat,Hari Besar Agama,Pak Adi sekeluarga akan merayakan Idul fitri dua hari lagi. Mereka sekeluarga bergotong royong membersihkan makam nenek kakek dan membersihkan rumah.
Sumatera Barat,Hari Besar Agama,"Lima hari lagi, Andi, seorang pemuda Solok yang sedang merantau di Jakarta akan merayakan Idul Fitri. Andi dan keluarganya akan pulang kampung dengan Lion Air besok untuk mengunjungi kakek dan nenek di kampung."
Sumatera Barat,Hari Besar Agama,"Rifky sangat antusias dengan idul fitri besok. Pada malam hari, Rifky senang sekali mendengarkan gema takbir yang diputar oleh masjid di dekat rumahnya."
Sumatera Barat,Hari Besar Agama,"Semua anggota keluarga Pak Bayu sedang bersiap-siap di hari Idul Fitri. Pagi ini, mereka bersiap-siap untuk sholat Idul Fitri 2 rakaat di masjid."
Sumatera Barat,Hari Besar Agama,Hanya Bayu dan saudaranya yang bersiap-siap berangkat untuk sholat Idul Adha. Kedua orang tua nya sedang menunaikan ibadah haji di Saudi.
Sumatera Barat,Hari Besar Agama,Jimi senang sekali bisa berkurban di hari raya Idul Adha. Dia berkurban seekor kambing yang akan disembelih setelah waktu zuhur.
Sumatera Barat,Hari Besar Agama,"Sholat Idul Fitri sudah selesai diselenggarakan. Tono dan kawan-kawannya yang berusia 7 tahun berencana silaturahmi ke rumah tetangga, mengharapkan uang THR."
Sumatera Barat,Hari Besar Agama,"Pagi ini terasa berbeda karena Ani, seorang anak berusia 6 tahun sangat antusias. Ani ingin segera mengenakan baju barunya di hari raya idul Fitri."
Sumatera Barat,Hari Besar Agama,Semarak lebaran sudah berakhir di rumah nenek. Semua keluarga besar sudah kembali ke rantau dan rumah kembali terasa sepi.
Sumatera Barat,Pertanian,"Nuraini adalah seorang dari Ampek Angkek, Sumatera Barat. Nurani adalah seorang petani dengan sawah yang sangat luas."
Sumatera Barat,Pertanian,"Santi adalah adalah anak pemilik kebun di Panganak, Bukittinggi. Ayah Santi memiliki kebun kopi yang luas di sana."
Sumatera Barat,Pertanian,Suhaimi dan pemangku adat Pasaman Barat akan menanam padi di minggu mendatang. Mereka akan melakukan tradisi doa tolak bala agar peertanian aman dilindungi oleh Allah dari segala sesuatu yang merusak.
Sumatera Barat,Pertanian,"Pak Suhaimi adalah seorang petani di Jorong Surau Lauik, Kabupaten Agam. Pak Suhaimi menggunakan kerbau untuk menggarap sawah sebelum ditanami benih padi."
Sumatera Barat,Pertanian,Tono anak bungsu Nuraini bersemangat untuk ke sawah besok. Besok keluarga mereka akan melakukan tradisi mairiak di mana orang-orang bergotong royong sambil bercanda tawa memanen padi.
Sumatera Barat,Pertanian,Nuraini bersiap-siap dengan tradisi mairiak besok. Ini karena sawah garapan keluarga Nuraini sudah siap dipanen.
Sumatera Barat,Ikan dan Ternak,"Selain ke sawah, biasanya Suhaimi juga memiliki ternak. Jika hari ini tidak ke sawah, ia mencari rumput untuk makan ternak sapinya."
Sumatera Barat,Ikan dan Ternak,Uda Ronal adalah peternak di daerah Kabupaten Agam. Ia beternak sapi dan kambing.
Sumatera Barat,Ikan dan Ternak,"Besok Heri, nelayan asal Padang akan melakukan tradisi maelo pukek,. Ia akan menangkap ikan dengan jaring yang disebar ke tengah laut menggunakan perahu."
Sumatera Barat,Ikan dan Ternak,"Keluarga Pak Buya adalah penghasil ikan bilih dan telah dikirim ke Jakarta. Pak Buya berasal dari Maninjau, Sumatera Barat."
Sumatera Barat,Ikan dan Ternak,Ikan bilih adalah menu andalan keluarga Pak Toni. Pak Toni sangat suka menu ikan tawar berukuran kecil ini.
Sumatera Barat,Ikan dan Ternak,"Leni tinggal di Bukittinggi dan ia ingin berbelanja kebutuhan dapur seperti bumbu masak, daging dan ikan. Leni pergi berbelanja ke Pasar Bawah."
Sumatera Barat,Ikan dan Ternak,"Leni tinggal di Bukittinggi dan ia ingin berbelanja baju, sepatu, dan dasi baru. Leni pergi berbelanja ke Pasar Atas."
Sumatera Barat,Seni,"Di acara malam bainai, keluarga Yuni mengundang musisi tradisional. Mereka akan mendendangkan lagu menggunakan rebana."
Sumatera Barat,Seni,Fajar sangat suka dengan bansi nya. Ia memainkannya dengan cara meniupnya.
Sumatera Barat,Seni,Datuak marajo sangat mahir menggunakan pupuik batang padi. Ia memainkannya dengan cara meniupnya.
Sumatera Barat,Seni,"Ica kerap bersinandung ""luruihlah jalan payakumbuah, babelok jalan kayu jati, dima ati indak ka rusuah, ayam den lapeh"". Ia menanyikan lagu tradisional berjudul ""ayam den lapeh""."
Sumatera Barat,Seni,"Ica kerap bersinandung ""takana.. jo kampuang... induak ayah adiah sadonyo..."". Ia menanyikan lagu tradisional berjudul ""kampuang nan jauah di mato""."
Sumatera Barat,Seni,"Ica sangat suka lagu Bareh Solok. Ia bersenandung ""Bareh solok, bareh tanamo""."
Sumatera Barat,Seni,"Di acara pernikahan Yuni, mereka ingin menampilkan tari piring ke para tamu undangan. Para tamu undanga terpukau ketika penari utama memecahkan kaca dan melompat-lompat di atas potongan kaca."
Sumatera Barat,Seni,Sudah menjadi tradisi di Jorong Panampuang untuk menampilkan tari pasambahan jika ada Bupati yang datang. Tari ini dimaksudkan untuk menyambut kedatangan tamu.
Sumatera Barat,Seni,"Ketika menarikan tari pasambahan, Nurul mendekati tamu undangan. Tamu tersebut mengambil sirih yang ada di dalam carano yang dibawa oleh Nurul."
Sumatera Barat,Seni,Di acara ini Retno memutuskan untuk menampilkan tari piring. Retno ingin tamu undangan acara pernikahannya bisa terhibur dengan tarian ini.
Sumatera Barat,Seni,Daus adalah seorang petani dan peternak di Jorong Kubu yang sangat suka memainkan pupuik batang padi. Ia memainkannya di siang dan sore hari ketika memasukkan ternak ke kandang.
Sumatera Barat,Seni,Datuak Parpatiah adalah seorang pemain saluang. Ia memainkan saluang di acara pernikahan anaknya.
Sumatera Barat,Seni,Kurang lengkap rasanya jika dalam acara pengangkatan Datuk tim seni tidak menggunakan talempong. Talempong dimainkan dengan cara dipukul sebagai pelengkap dari alat musik lainnya.
Sumatera Barat,Seni,Ketika orang Pasaman bercerita tentang suatu kisah mereka menggunakan rabab. Rabab ini dimainkan dengan cara digesek.
Sumatera Barat,Seni,"Sudah menjadi keyakinan Andi sebagai orang minang tulen, bahwa hidup harus berlandaskan agama. Seperti kata pepatah minang, ""adat basandi syarak, syarak basandi kitabullah""."
Sumatera Barat,Seni,"Sudah menjadi keyakinan Andi sebagai orang minang tulen, bahwa segala sesuatunya bisa dijadikan pelajaran kehidupan. Seperti kata pepatah minang, ""alam takambang jadi guru""."
Sumatera Barat,Permainan,"Ika, Santi, dan Maya bermain mancik-mancik sore ini di halaman. Santi dan Maya bersembunyi, sementara Ika berusaha mencari mereka."
Sumatera Barat,Permainan,Anak-anak di halaman memutuskan untuk bermain mancik-mancik. Mereka tidak membutuhkan alat bantuk untuk memulai bermain.
Sumatera Barat,Permainan,"Adi dan teman-temannya di halaman bermain sepak tekong. Adi bertugas menjaga tekong, sementara yang lain bersembunyi."
Sumatera Barat,Permainan,Santi dan Yani bermain kuciang-kuciang di rumah. Mereka bermain menggunakan sebuah bola dan beberapa kerang.
Sumatera Barat,Permainan,Adi dan teman-temannya sangat suka bermain sepak tekong. Mereka bermain di halaman.
Sumatera Barat,Sehari-hari,Pak Muhib dan teman-temannya pergi ke kedai untuk meminum kopi kawa. Kopi dihidangkan dengan tempurung kelapa.
Sumatera Barat,Sehari-hari,Pak Muhib dan teman-temannya pergi ke kedai untuk bermain kartu koa. Kartu koa memiliki 30 macam gambar.
Sumatera Barat,Sehari-hari,Di SD N 1 Tarok sudah biasa anak-anak untuk senam pagi. Senam dilakukan 30 menit sebelum mata pelajaran di mulai.
Sumatera Barat,Sehari-hari,"Ketika bertamasya ke Bukittinggi, Santi memutuskan untuk mengelilingi kota dengan kendaraan tradisional. Santi menaiki bendi dengan kuda berwarna coklat."
Sumatera Barat,Sehari-hari,Hari ini Deni ingin ke kota. Deni pergi naik angkot jurusan kota.
Sumatera Barat,Sehari-hari,Nek Ayu masih tinggal di rumah tradisional. Rumah Nek Ayu berbentuk rumah gadang beratapkan atap berbentuk tanduk kerbau.
Sumatera Barat,Sehari-hari,Di depan rumah gadang yang dihuni Nek Ayu masih terdapat rangkiang. Rangkiang ini digunakan Nek Ayu untuk menyimpan padi.
Sumatera Barat,Sehari-hari,"Ketika azan maghrib berkumandang, Ibu mulai menutupi semua jendela. Semua anak-anak diperintahkan untuk segera memasuki rumah."
Sumatera Barat,Sehari-hari,"Setelah sholat isya, Ibu mematikan televisi di rumah. Anak-anak diminta untuk segera tidur."
Sumatera Barat,Sehari-hari,"Hari Senin pagi, Ibu membangunkan anak-anak yang masih tertidur. Mereka disuruh sholat subuh dan segera bersiap-siap ke sekolah."
Sumatera Barat,Socio-religious,"Di Jorong Tarok, saat azan subuh berkumandang banyak orang keluar rumah. Mereka bergegas untuk ke masjid, menunaikan sholat berjamaah."
Sumatera Barat,Socio-religious,Pada minggu pagi Doni dan teman-teman nya pergi mengikuti didikan subuh. Di sana mereka belajar bacaan doa-doa dan sholat di Masjid.
Sumatera Barat,Socio-religious,Ujang diasingkan di masyarakat karena ia dituduh sebagai seorang palasik. Ujang dikira memiliki ilmu hitam tingkat tinggi dan harus menghisap darah bayi.
Sumatera Barat,Socio-religious,Masyarakat meyakini bahwa Pak Udin adalah hantu harimau. Masyarakat percaya bahwa Pak Udin bisa berubah menjadi harimau.
Sumatera Barat,Socio-religious,"Hari Sabtu, Rifky akan dilantik menjadi Datuak di sukunya. Rifky akan mengenakan baju adat ninik mamak lengkap untuk pengangkatan ninik mamak yang baru ini."
