province,topic,merged,is_correct
Sumatera Barat,Hubungan Keluarga,"Adinda akan bertamu ke rumah Santi. Di depan rumah Santi, Adinda mengetuk pintu dan mengucapkan assalamualaikum.",True
Sumatera Barat,Hubungan Keluarga,"Adinda akan bertamu ke rumah Santi. Di depan rumah Adinda, Santi mengetuk pintu dan mengucapkan assalamualaikum.",False
Sumatera Barat,Hubungan Keluarga,"Maryam akan ke Jakarta besok dan di Jakarta kebetulan ada keponakan ayahnya, Beti yang belum pernah ia temui. Beti menawarkan agar Maryam tinggal di rumahnya satu-dua minggu sampai Maryam mendapatkan tempat tinggal.",True
Sumatera Barat,Hubungan Keluarga,"Maryam akan ke Jakarta besok dan di Jakarta kebetulan ada keponakan ayahnya, Beti yang belum pernah ia temui. Beti tidak mau menerima Maryam di rumahnya karena belum pernah bertemu sebelumnya.",False
Sumatera Barat,Hubungan Keluarga,"Maryam akan ke Jakarta besok dan di Jakarta kebetulan ada keponakan ayahnya, Beti yang belum pernah ia temui. Beti menyarankan agar Maryam tinggal di hotel terdekat.",False
Sumatera Barat,Hubungan Keluarga,Ayah Andi memiliki suku Jambak dan Ibu Andi memiliki suku Piliang. Andi memiliki suku Piliang.,True
Sumatera Barat,Hubungan Keluarga,Ayah Andi memiliki suku Jambak dan Ibu Andi memiliki suku Piliang. Andi memiliki suku Jambak Piliang.,False
Sumatera Barat,Hubungan Keluarga,Ayah Andi memiliki suku Jambak dan Ibu Andi memiliki suku Piliang. Andi memiliki suku Jambak.,False
Sumatera Barat,Hubungan Keluarga,Dini and Dono memiliki suku Koto. Bisa dipastikan bahwa mereka kakak-adek kandung.,False
Sumatera Barat,Hubungan Keluarga,Dini and Dono memiliki suku Koto. Dini dan Dono tidak dianjurkan untuk menikah.,True
Sumatera Barat,Hubungan Keluarga,Dini and Dono memiliki suku Koto. Pernikahan Dini dan Dono akan dirayakan oleh suku Koto.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Deni tengah hamil 4 bulan. Deni tidak boleh keluar rumah setelah zuhur.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Deni tengah hamil 4 bulan. Deni tidak boleh keluar rumah setelah ashar.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Deni tengah hamil 4 bulan. Deni tidak boleh keluar rumah setelah maghrib.,True
Sumatera Barat,"Kehamilan, Bayi, Anak","Ketika Ani dan suaminya sedang bercengkrama di dapur, tanpa disadari ada ular memasuki rumah. Ani yang sedang hamil berteriak mengambil batu besar dan berusaha membunuh ular.",False
Sumatera Barat,"Kehamilan, Bayi, Anak","Ketika Ani dan suaminya sedang bercengkrama di dapur, tanpa disadari ada ular memasuki rumah. Ani yang sedang hamil berteriak dan suaminya datang untuk membunuh ular tersebut.",True
Sumatera Barat,"Kehamilan, Bayi, Anak","Ketika Ani dan suaminya sedang bercengkrama di dapur, tanpa disadari ada ular memasuki rumah. Ani yang sedang hamil membunuh ular tersebut dengan sebilah pisau besar.",False
Sumatera Barat,"Kehamilan, Bayi, Anak","Pada tanggal 10 Mei, bayi Fatih lahir ke dunia. Tradisi turun mandi dilakukan pada tanggal 12 Mei, sebagai wujud rasa syukur kepada Allah.",False
Sumatera Barat,"Kehamilan, Bayi, Anak","Pada tanggal 10 Mei, bayi Fatih lahir ke dunia. Tradisi turun mandi dilakukan pada tanggal 10 Mei, sebagai wujud rasa syukur kepada Allah.",False
Sumatera Barat,"Kehamilan, Bayi, Anak","Pada tanggal 10 Mei, bayi Fatih lahir ke dunia. Tradisi turun mandi dilakukan pada tanggal 17 Mei, sebagai wujud rasa syukur kepada Allah.",True
Sumatera Barat,"Kehamilan, Bayi, Anak","Annisa, seorang wanita asal Solok baru saja melahirkan seorang anak perempuan. Annisa akan mengadakan tradisi turun mandi pada hari ganjil dan genap.",False
Sumatera Barat,"Kehamilan, Bayi, Anak","Annisa, seorang wanita asal Solok baru saja melahirkan seorang anak perempuan. Annisa akan mengadakan tradisi turun mandi pada hari genap.",True
Sumatera Barat,"Kehamilan, Bayi, Anak","Annisa, seorang wanita asal Solok baru saja melahirkan seorang anak perempuan. Annisa akan mengadakan tradisi turun mandi pada hari ganjil.",False
Sumatera Barat,"Kehamilan, Bayi, Anak","Bayinya Maya baru berusia 2 hari. Setiap pagi, Maya memandikan anaknya dengan sabun dan berendam di air hangat.",False
Sumatera Barat,"Kehamilan, Bayi, Anak","Bayinya Maya baru berusia 2 hari. Setiap pagi, Bayinya tidak dimandikan namun hanya dilap dengan kain basah.",True
Sumatera Barat,"Kehamilan, Bayi, Anak","Bayinya Maya baru berusia 2 hari. Setiap pagi, Orang tua Maya memandikan anaknya dengan sabun dan berendam di air hangat.",False
Sumatera Barat,"Kehamilan, Bayi, Anak",Bayi Helen sudah mengantuk. Bayinya diberikan bantal kecil untuk menyangga kepala.,True
Sumatera Barat,"Kehamilan, Bayi, Anak",Bayi Helen sudah mengantuk. Bayinya dibedong dan disayang-sayang biar bangun kembali.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Bayi Helen sudah mengantuk. Bayinya dibiarkan tidur di kasur tanpa bantal penyangga.,False
Sumatera Barat,"Kehamilan, Bayi, Anak","Helen baru selesai memandikan bayinya. Sebelum memasangkan baju, Helen membaluri badan bayinya dengan minyak kemiri.",False
Sumatera Barat,"Kehamilan, Bayi, Anak","Helen baru selesai memandikan bayinya. Sebelum memasangkan baju, Helen membaluri badan bayinya dengan minyak kayu putih.",True
Sumatera Barat,"Kehamilan, Bayi, Anak","Helen baru selesai memandikan bayinya. Sebelum memasangkan baju, Helen membaluri badan bayinya dengan minyak ikan.",False
Sumatera Barat,"Kehamilan, Bayi, Anak",Agar hangat Tina selalu membedong anak bayinya. Tina membedong dengan kain putih.,False
Sumatera Barat,"Kehamilan, Bayi, Anak","Agar hangat Tina selalu membedong anak bayinya. Setelah membedong, tina mengikat kaki anaknya dengan tali.",False
Sumatera Barat,"Kehamilan, Bayi, Anak",Agar hangat Tina selalu membedong anak bayinya. Tina membedong dengan kain jarik.,True
Sumatera Barat,"Kehamilan, Bayi, Anak",Adzan maghrib sudah berkumandang. Mama berteriak ke semua anak-anaknya agar berhati-hati bermain dalam gelap.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Adzan maghrib sudah berkumandang. Mama berteriak ke semua anak-anaknya agar segera masuk ke rumah.,True
Sumatera Barat,"Kehamilan, Bayi, Anak",Adzan maghrib sudah berkumandang. Mama berteriak ke semua anak-anaknya agar berhati-hati bermain di waktu senja.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Maryam baru berusia 5 tahun. Maryam diajarkan cara memandikan bayi oleh orang tuanya.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Maryam baru berusia 5 tahun. Maryam diajarkan memasak sambal oleh orang tuanya.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Maryam baru berusia 5 tahun. Maryam diajarkan mengaji dan sholat oleh orang tuanya.,True
Sumatera Barat,"Kehamilan, Bayi, Anak",Pak Andi mendapati anaknya yang SMP merokok. Pak Andi menasehati anaknya agar berhenti merokok.,True
Sumatera Barat,"Kehamilan, Bayi, Anak",Pak Andi mendapati anaknya yang SMP merokok. Pak Andi dan anaknya kini saling berbagi rokok.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Pak Andi mendapati anaknya yang SMP merokok. Pak Andi menambahkan uang jajan anaknya untuk membeli merokok.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Santi yang baru menginjak kelas 3 SMP pulang ke rumah jam 9 malam tanpa mengabari orang tua nya. Kedua orang tuanya membiarkan Santi karena Santi sudah dewasa.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Santi yang baru menginjak kelas 3 SMP pulang ke rumah jam 9 malam tanpa mengabari orang tua nya. Kedua orang tuanya mengunci Santi keesekoannya di dalam rumah.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Santi yang baru menginjak kelas 3 SMP pulang ke rumah jam 9 malam tanpa mengabari orang tua nya. Kedua orang tuanya marah dan menasehati Santi agar tidak melakukannya lagi.,True
Sumatera Barat,"Kehamilan, Bayi, Anak",Nisa belum juga menikah padahal usianya sudah memasuki usia 30 tahun. Orang tua Nisa berusaha mencarikan jodoh untuk Nusa.,True
Sumatera Barat,"Kehamilan, Bayi, Anak",Nisa belum juga menikah padahal usianya sudah memasuki usia 30 tahun. Orang tua Nisa meminta Nisa untuk keluar dari rumah karena Nisa sudah dewasa.,False
Sumatera Barat,"Kehamilan, Bayi, Anak",Nisa belum juga menikah padahal usianya sudah memasuki usia 30 tahun. Orang tua Nisa memberikan kebebesan untuk Nisa untuk tidak menikah.,False
Sumatera Barat,"Kehamilan, Bayi, Anak","Tidak berhasil lulus masuk universitas, Iwan yang masih 17 tahun bingung ingin melakukan apa. Orang tua Iwan menasehati Iwan untuk bekerja atau merantau.",True
Sumatera Barat,"Kehamilan, Bayi, Anak","Tidak berhasil lulus masuk universitas, Iwan yang masih 17 tahun bingung ingin melakukan apa. Orang tua Iwan menikahkan Iwan dengan Ani anak tetangga sebelah.",False
Sumatera Barat,"Kehamilan, Bayi, Anak","Tidak berhasil lulus masuk universitas, Iwan yang masih 17 tahun bingung ingin melakukan apa. Orang tua Iwan mempertanyakan keabsahan hasil pemeriksaan ujian Iwan.",False
Sumatera Barat,Kematian,"Pak Ujang meninggal tadi pagi. Meski tidak diundang, tetangga berdatangan ke rumah Pak Ujang membantu keluarga Pak Ujang.",True
Sumatera Barat,Kematian,Pak Ujang meninggal tadi pagi. Tetangga yang diundang berdatangan ke rumah Pak Ujang membantu keluarga Pak Ujang.,False
Sumatera Barat,Kematian,"Pak Ujang meninggal tadi pagi. Meski tidak diundang, tetangga berdatangan ke rumah Pak Ujang untuk bersih-bersih kamar Pak Ujang.",False
Sumatera Barat,Kematian,Pak Ujang baru saja meninggal. Tetangga datang membawa kain kafan.,True
Sumatera Barat,Kematian,Pak Ujang baru saja meninggal. Tetangga datang membawa minuman.,False
Sumatera Barat,Kematian,Pak Ujang baru saja meninggal. Tetangga datang membawa rendang.,False
Sumatera Barat,Kematian,Jenazah Pak Ujang baru saja dimandikan di rumah duka. Jenazah dimandikan dan dikafankan lagi di masjid.,False
Sumatera Barat,Kematian,Jenazah Pak Ujang baru saja dimandikan di rumah duka. Jenazah diberikan kain kafan di masjid terdekat.,False
Sumatera Barat,Kematian,Jenazah Pak Ujang baru saja dimandikan di rumah duka. Jenazah diberikan kain kafan di rumah duka.,True
Sumatera Barat,Kematian,Jenazah Pak Ujang baru saja selesai disholatkan di masjid. Jenazah Pak Ujang dibawa bersama-sama ke pemakaman.,True
Sumatera Barat,Kematian,Jenazah Pak Ujang baru saja selesai disholatkan di masjid. Jenazah Pak Ujang dibawa kembali ke rumah duka.,False
Sumatera Barat,Kematian,Jenazah Pak Ujang baru saja selesai disholatkan di masjid. Jenazah Pak Ujang dibawa kembali ke rumah kerabat terdekat.,False
Sumatera Barat,Kematian,"Proses pemakaman jenazah Pak Ujang sudah selesai. Malamnya, orang-orang di kampung datang ke rumah untuk makan-makan bersama.",False
Sumatera Barat,Kematian,"Proses pemakaman jenazah Pak Ujang sudah selesai. Malamnya, orang-orang di kampung datang ke rumah untuk membaca surat Yassin dan berdoa bersama.",True
Sumatera Barat,Kematian,"Proses pemakaman jenazah Pak Ujang sudah selesai. Malamnya, orang-orang di kampung datang ke rumah untuk membantu merapikan kamar Pak Ujang.",False
Sumatera Barat,Kematian,Sudah 2 hari Pak Ujang dimakamkan dan kini tinggal lah anak dan istri Pak Ujang di rumah. Tetangga datang untuk melayat ke rumah membawa kain kafan.,False
Sumatera Barat,Kematian,Sudah 2 hari Pak Ujang dimakamkan dan kini tinggal lah anak dan istri Pak Ujang di rumah. Tetangga datang untuk melayat ke rumah membawa rendang daging.,False
Sumatera Barat,Kematian,Sudah 2 hari Pak Ujang dimakamkan dan kini tinggal lah anak dan istri Pak Ujang di rumah. Tetangga datang untuk melayat ke rumah membawa beras.,True
Sumatera Barat,Kematian,Bu Maya akan melayat ke rumah Pak Ujang yang baru saja meninggal kemarin. Bu Maya mengenakan tank-top berwarna hitam.,False
Sumatera Barat,Kematian,Bu Maya akan melayat ke rumah Pak Ujang yang baru saja meninggal kemarin. Bu Maya mengenakan kerudung dan baju berwarna gelap.,True
Sumatera Barat,Kematian,Bu Maya akan melayat ke rumah Pak Ujang yang baru saja meninggal kemarin. Bu Maya tidak mengenakan kerudung dan baju berwarna merah.,False
Sumatera Barat,Kematian,Pak Datuk Sri Marajo akan melayat ke rumah Pak Ujang yang baru saja meninggal kemarin. Ia datang mengenakan baju adat lengkap.,False
Sumatera Barat,Kematian,Pak Datuk Sri Marajo akan melayat ke rumah Pak Ujang yang baru saja meninggal kemarin. Ia datang mengenakan kopiah.,True
Sumatera Barat,Kematian,"Pak Datuk Sri Marajo akan melayat ke rumah Pak Ujang yang baru saja meninggal kemarin. Ia datang mengenakan singlet, kain sarung, dan kopiah.",False
Sumatera Barat,Kematian,Setelah kematian Pak Ujang semua keluarga mendiskusikan perkara pembagian harta Pak Ujang. Keluarga Pak Ujang akan mengikuti pembagian harta berdasarkan hukum waris Islam.,True
Sumatera Barat,Kematian,Setelah kematian Pak Ujang semua keluarga mendiskusikan perkara pembagian harta Pak Ujang. Keluarga Pak Ujang akan mengikuti pembagian harta berdasarkan hukum waris Kristen.,False
Sumatera Barat,Kematian,Setelah kematian Pak Ujang semua keluarga mendiskusikan perkara pembagian harta Pak Ujang. Keluarga Pak Ujang akan mengikuti pembagian harta berdasarkan hukum waris Hindu.,False
Sumatera Barat,Kematian,Ibu Marni sudah meninggal. Harta pusako yang diurus Ibu Marni diwariskan ke anak laki-lakinya.,False
Sumatera Barat,Kematian,Ibu Marni sudah meninggal. Harta pusako yang diurus Ibu Marni diwariskan ke suaminya.,False
Sumatera Barat,Kematian,Ibu Marni sudah meninggal. Harta pusako yang diurus Ibu Marni diwariskan ke anak perempuannya.,True
Sumatera Barat,Hari Besar Agama,"Besok adalah hari pertama bulan Ramadhan. Setelah zuhur, anak-anak dan orang tua pergi ke Surau untuk sholat Isya dan Tarawih berjamaah.",False
Sumatera Barat,Hari Besar Agama,"Besok adalah hari pertama bulan Ramadhan. Setelah maghrib, anak-anak dan orang tua pergi ke Surau untuk sholat Isya dan Tarawih berjamaah.",True
Sumatera Barat,Hari Besar Agama,"Besok adalah hari pertama bulan Ramadhan. Setelah ashar, anak-anak dan orang tua pergi ke Surau untuk sholat Isya dan Tarawih berjamaah.",False
Sumatera Barat,Hari Besar Agama,Beberapa minggu lagi Ani akan merayakan Idul Adha. Keluarga Ani akan mendiskusikan ternak yang akan mereka korbankan.,True
Sumatera Barat,Hari Besar Agama,Beberapa minggu lagi Ani akan merayakan Idul Adha. Keluarga Ani akan berpuasa selama satu bulan penuh sebelum hari raya.,False
Sumatera Barat,Hari Besar Agama,Beberapa minggu lagi Ani akan merayakan Idul Adha. Keluarga Ani akan mendiskusikan uang zakat yang akan mereka berikan sebelum hari raya.,False
Sumatera Barat,Hari Besar Agama,Minggu depan adalah hari lebaran di bulan Syawal. Mama dan tante memasak aneka kue basah untuk hari raya.,False
Sumatera Barat,Hari Besar Agama,Minggu depan adalah hari lebaran di bulan Syawal. Mama dan tante memasak daging yang disemblih setelah hari raya.,False
Sumatera Barat,Hari Besar Agama,Minggu depan adalah hari lebaran di bulan Syawal. Mama dan tante memasak aneka kue kering untuk hari raya.,True
Sumatera Barat,Hari Besar Agama,Pak Adi sekeluarga akan merayakan Idul fitri dua hari lagi. Mereka sekeluarga bergotong royong membersihkan makam nenek kakek dan membersihkan rumah.,True
Sumatera Barat,Hari Besar Agama,Pak Adi sekeluarga akan merayakan Idul fitri dua hari lagi. Mereka sekeluarga berencana membeli rumah baru untuk hari raya.,False
Sumatera Barat,Hari Besar Agama,Pak Adi sekeluarga akan merayakan Idul fitri dua hari lagi. Mereka sekeluarga bergotong royong membersihkan makam tetangga.,False
Sumatera Barat,Hari Besar Agama,"Lima hari lagi, Andi, seorang pemuda Solok yang sedang merantau di Jakarta akan merayakan Idul Fitri. Andi dan keluarganya akan pulang kampung dengan Lion Air besok untuk mengunjungi kakek dan nenek di kampung.",True
Sumatera Barat,Hari Besar Agama,"Lima hari lagi, Andi, seorang pemuda Solok yang sedang merantau di Jakarta akan merayakan Idul Fitri. Andi dan keluarganya akan pulang kampung dengan Lion Air besok untuk mengunjungi kakek dan nenek di Kalimantan.",False
Sumatera Barat,Hari Besar Agama,"Lima hari lagi, Andi, seorang pemuda Solok yang sedang merantau di Jakarta akan merayakan Idul Fitri. Andi dan keluarganya akan ke Jakarta dengan Lion Air besok untuk mengunjungi teman kerjanya di Jakarta.",False
Sumatera Barat,Hari Besar Agama,"Rifky sangat antusias dengan idul fitri besok. Pada malam hari, Rifky senang sekali mendengarkan lagu nasyid yang diputar oleh masjid di dekat rumahnya.",False
Sumatera Barat,Hari Besar Agama,"Rifky sangat antusias dengan idul fitri besok. Pada malam hari, Rifky senang sekali mendengarkan gema takbir yang diputar oleh masjid di dekat rumahnya.",True
Sumatera Barat,Hari Besar Agama,"Rifky sangat antusias dengan idul fitri besok. Pada malam hari, Rifky senang sekali mendengarkan musik dangdut yang diputar oleh masjid di dekat rumahnya.",False
Sumatera Barat,Hari Besar Agama,"Semua anggota keluarga Pak Bayu sedang bersiap-siap di hari Idul Fitri. Sore ini, mereka bersiap-siap untuk sholat Idul Fitri 2 rakaat di masjid.",False
Sumatera Barat,Hari Besar Agama,"Semua anggota keluarga Pak Bayu sedang bersiap-siap di hari Idul Fitri. PAgi ini, mereka bersiap-siap untuk sholat Idul Fitri 4 rakaat di masjid.",False
Sumatera Barat,Hari Besar Agama,"Semua anggota keluarga Pak Bayu sedang bersiap-siap di hari Idul Fitri. Pagi ini, mereka bersiap-siap untuk sholat Idul Fitri 2 rakaat di masjid.",True
Sumatera Barat,Hari Besar Agama,Hanya Bayu dan saudaranya yang bersiap-siap berangkat untuk sholat Idul Adha. Kedua orang tua nya sedang menunaikan ibadah haji di Saudi.,True
Sumatera Barat,Hari Besar Agama,Hanya Bayu dan saudaranya yang bersiap-siap berangkat untuk sholat Idul Adha. Kedua orang tua nya sedang menunaikan ibadah haji di Dubai.,False
Sumatera Barat,Hari Besar Agama,Hanya Bayu dan saudaranya yang bersiap-siap berangkat untuk sholat Idul Adha. Kedua orang tua nya sedang menyembelih hewan kurban.,False
Sumatera Barat,Hari Besar Agama,Jimi senang sekali bisa berkurban di hari raya Idul Adha. Dia berkurban seekor kambing yang akan disembelih setelah waktu zuhur.,True
Sumatera Barat,Hari Besar Agama,Jimi senang sekali bisa berkurban di hari raya Idul Adha. Dia berkurban seekor kambing yang akan disembelih sebelum sholat Idul Adha.,False
Sumatera Barat,Hari Besar Agama,Jimi senang sekali bisa berkurban di hari raya Idul Adha. Dia berkurban seekor kerbau yang akan disembelih sebelum sholat Idul Adha.,False
Sumatera Barat,Hari Besar Agama,Sholat Idul Fitri sudah selesai diselenggarakan. Tono dan kawan-kawannya yang berusia 7 tahun berencana mengunjungi rumah tetangga untuk menanyakan pembagian uang THR.,False
Sumatera Barat,Hari Besar Agama,Sholat Idul Fitri sudah selesai diselenggarakan. Tono dan kawan-kawannya yang berusia 7 tahun berencana silaturahmi ke rumah tetangga untuk mendapatkan uang sumbangan idul fitri.,False
Sumatera Barat,Hari Besar Agama,"Sholat Idul Fitri sudah selesai diselenggarakan. Tono dan kawan-kawannya yang berusia 7 tahun berencana silaturahmi ke rumah tetangga, mengharapkan uang THR.",True
Sumatera Barat,Hari Besar Agama,"Pagi ini terasa berbeda karena Ani, seorang anak berusia 6 tahun sangat antusias. Ani ingin segera mengenakan baju lamanya di hari raya idul Fitri.",False
Sumatera Barat,Hari Besar Agama,"Pagi ini terasa berbeda karena Ani, seorang anak berusia 6 tahun sangat antusias. Ani ingin segera mengenakan baju sekolahnya di hari raya idul Fitri.",False
Sumatera Barat,Hari Besar Agama,"Pagi ini terasa berbeda karena Ani, seorang anak berusia 6 tahun sangat antusias. Ani ingin segera mengenakan baju barunya di hari raya idul Fitri.",True
Sumatera Barat,Hari Besar Agama,Semarak lebaran sudah berakhir di rumah nenek. Semua keluarga besar akan menetap di kampung hingga tahun depan.,False
Sumatera Barat,Hari Besar Agama,Semarak lebaran sudah berakhir di rumah nenek. Semua keluarga besar sudah kembali ke rantau dan rumah kembali terasa sepi.,True
Sumatera Barat,Hari Besar Agama,Semarak lebaran sudah berakhir di rumah nenek. Semua keluarga besar akan membayar uang penginapan ke nenek sebelum pulang kembali ke tanah rantau.,False
Sumatera Barat,Pertanian,"Nuraini adalah seorang dari Ampek Angkek, Sumatera Barat. Nurani adalah seorang petani dengan sawah yang sangat luas.",True
Sumatera Barat,Pertanian,"Nuraini adalah seorang dari Ampek Angkek, Sumatera Barat. Nurani adalah seorang pemilik kebun anggur yang luas di sana.",False
Sumatera Barat,Pertanian,"Nuraini adalah seorang dari Ampek Angkek, Sumatera Barat. Nurani adalah seorang pemilik kebun sawit yang luas di sana.",False
Sumatera Barat,Pertanian,"Santi adalah adalah anak pemilik kebun di Panganak, Bukittinggi. Ayah Santi memiliki kebun kopi yang luas di sana.",True
Sumatera Barat,Pertanian,"Santi adalah adalah anak pemilik kebun di Panganak, Bukittinggi. Ayah Santi memiliki kebun anggur yang luas di sana.",False
Sumatera Barat,Pertanian,"Santi adalah adalah anak pemilik kebun di Panganak, Bukittinggi. Ayah Santi memiliki kebun sawit yang luas di sana.",False
Sumatera Barat,Pertanian,Suhaimi dan pemangku adat Pasaman Barat akan menanam padi di minggu mendatang. Mereka akan melakukan tradisi doa tolak bala agar peertanian aman dilindungi oleh Allah dari segala sesuatu yang merusak.,True
Sumatera Barat,Pertanian,Suhaimi dan pemangku adat Pasaman Barat akan menanam padi di minggu mendatang. Mereka akan melakukan tradisi mamasak basamo agar para petani bersemangat untuk menanam padi.,False
Sumatera Barat,Pertanian,Suhaimi dan pemangku adat Pasaman Barat akan menanam padi di minggu mendatang. Mereka akan melakukan tradisi makan basamo untuk menyambut masa bertani.,False
Sumatera Barat,Pertanian,"Pak Suhaimi adalah seorang petani di Jorong Surau Lauik, Kabupaten Agam. Pak Suhaimi menanam padi sebelum tanah digarap.",False
Sumatera Barat,Pertanian,"Pak Suhaimi adalah seorang petani di Jorong Surau Lauik, Kabupaten Agam. Pak Suhaimi menggunakan kerbau untuk menggarap sawah sebelum ditanami benih padi.",True
Sumatera Barat,Pertanian,"Pak Suhaimi adalah seorang petani di Jorong Surau Lauik, Kabupaten Agam. Pak Suhaimi menggunakan banteng untuk menggarap sawah sebelum ditanami benih padi.",False
Sumatera Barat,Pertanian,Tono anak bungsu Nuraini bersemangat untuk ke sawah besok. Besok keluarga mereka akan melakukan tradisi mairiak di mana orang-orang bergotong royong sambil bercanda tawa memanen padi.,True
Sumatera Barat,Pertanian,Tono anak bungsu Nuraini bersemangat untuk ke sawah besok. Besok keluarga mereka akan melakukan tradisi mairiak di mana orang-orang akan menangkap lele sawah bersama-sama.,False
Sumatera Barat,Pertanian,Tono anak bungsu Nuraini bersemangat untuk ke sawah besok. Besok keluarga mereka akan melakukan tradisi mairiak di mana orang-orang akan membersihkan hama sawah bersama-sama.,False
Sumatera Barat,Pertanian,Nuraini bersiap-siap dengan tradisi mairiak besok. Ini karena sawah garapan keluarga Nuraini sudah siap dipanen.,True
Sumatera Barat,Pertanian,Nuraini bersiap-siap dengan tradisi mairiak besok. Ini karena kebun sawit garapan keluarga Nuraini sudah siap dipanen.,False
Sumatera Barat,Pertanian,Nuraini bersiap-siap dengan tradisi mairiak besok. Ini karena kebung mangga garapan keluarga Nuraini sudah siap dipanen.,False
Sumatera Barat,Ikan dan Ternak,"Selain ke sawah, biasanya Suhaimi juga memiliki ternak. Jika hari ini tidak ke sawah, ia mencari pakan untuk makan ternak sapinya.",False
Sumatera Barat,Ikan dan Ternak,"Selain ke sawah, biasanya Suhaimi juga memiliki ternak. Jika hari ini tidak ke sawah, ia mencari rumput untuk makan ternak sapinya.",True
Sumatera Barat,Ikan dan Ternak,"Selain ke sawah, biasanya Suhaimi juga memiliki ternak. Jika hari ini tidak ke sawah, ia mencari daun bawang untuk makan ternak sapinya.",False
Sumatera Barat,Ikan dan Ternak,Uda Ronal adalah peternak di daerah Kabupaten Agam. Ia beternak sapi dan babi.,False
Sumatera Barat,Ikan dan Ternak,Uda Ronal adalah peternak di daerah Kabupaten Agam. Ia beternak sapi dan unta.,False
Sumatera Barat,Ikan dan Ternak,Uda Ronal adalah peternak di daerah Kabupaten Agam. Ia beternak sapi dan kambing.,True
Sumatera Barat,Ikan dan Ternak,"Besok Heri, nelayan asal Padang akan melakukan tradisi maelo pukek,. Ia akan menangkap udang dengan memancing bersama-sama ke tengah laut.",False
Sumatera Barat,Ikan dan Ternak,"Besok Heri, nelayan asal Padang akan melakukan tradisi maelo pukek,. Ia akan menangkap ikan dengan jaring yang disebar ke tengah laut menggunakan perahu.",True
Sumatera Barat,Ikan dan Ternak,"Besok Heri, nelayan asal Padang akan melakukan tradisi maelo pukek,. Ia akan menangkap ikan dengan memancing bersama-sama ke tengah laut.",False
Sumatera Barat,Ikan dan Ternak,"Keluarga Pak Buya adalah penghasil ikan bilih dan telah dikirim ke Jakarta. Pak Buya berasal dari Maninjau, Sumatera Barat.",True
Sumatera Barat,Ikan dan Ternak,"Keluarga Pak Buya adalah penghasil ikan bilih dan telah dikirim ke Jakarta. Pak Buya berasal dari Bukittinggi, Sumatera Barat.",False
Sumatera Barat,Ikan dan Ternak,"Keluarga Pak Buya adalah penghasil ikan bilih dan telah dikirim ke Jakarta. Pak Buya berasal dari Solok, Sumatera Barat.",False
Sumatera Barat,Ikan dan Ternak,Ikan bilih adalah menu andalan keluarga Pak Toni. Pak Toni sangat suka menu ikan tawar berukuran besar ini.,False
Sumatera Barat,Ikan dan Ternak,Ikan bilih adalah menu andalan keluarga Pak Toni. Pak Toni sangat suka menu ikan laut ini.,False
Sumatera Barat,Ikan dan Ternak,Ikan bilih adalah menu andalan keluarga Pak Toni. Pak Toni sangat suka menu ikan tawar berukuran kecil ini.,True
Sumatera Barat,Ikan dan Ternak,"Leni tinggal di Bukittinggi dan ia ingin berbelanja kebutuhan dapur seperti bumbu masak, daging dan ikan. Leni pergi berbelanja ke Pasar Atas.",False
Sumatera Barat,Ikan dan Ternak,"Leni tinggal di Bukittinggi dan ia ingin berbelanja kebutuhan dapur seperti bumbu masak, daging dan ikan. Leni pergi berbelanja ke Pasar Bawah.",True
Sumatera Barat,Ikan dan Ternak,"Leni tinggal di Bukittinggi dan ia ingin berbelanja kebutuhan dapur seperti bumbu masak, daging dan ikan. Leni pergi berbelanja ke Pasar Lereng.",False
Sumatera Barat,Ikan dan Ternak,"Leni tinggal di Bukittinggi dan ia ingin berbelanja baju, sepatu, dan dasi baru. Leni pergi berbelanja ke Pasar Biaro.",False
Sumatera Barat,Ikan dan Ternak,"Leni tinggal di Bukittinggi dan ia ingin berbelanja baju, sepatu, dan dasi baru. Leni pergi berbelanja ke Pasar Atas.",True
Sumatera Barat,Ikan dan Ternak,"Leni tinggal di Bukittinggi dan ia ingin berbelanja baju, sepatu, dan dasi baru. Leni pergi berbelanja ke Pasar Bawah.",False
Sumatera Barat,Seni,"Di acara malam bainai, keluarga Yuni mengundang musisi tradisional. Mereka akan mendendangkan lagu menggunakan gitar.",False
Sumatera Barat,Seni,"Di acara malam bainai, keluarga Yuni mengundang musisi tradisional. Mereka akan mendendangkan lagu menggunakan rebana.",True
Sumatera Barat,Seni,"Di acara malam bainai, keluarga Yuni mengundang musisi tradisional. Mereka akan mendendangkan lagu menggunakan kecapi.",False
Sumatera Barat,Seni,Fajar sangat suka dengan bansi nya. Ia memainkannya dengan cara meniupnya.,True
